County_state,POP_2019,county,state,fips
"Autauga County, Alabama",55869,Autauga,Alabama,01001
"Baldwin County, Alabama",223234,Baldwin,Alabama,01003
"Barbour County, Alabama",24686,Barbour,Alabama,01005
"Bibb County, Alabama",22394,Bibb,Alabama,01007
"Blount County, Alabama",57826,Blount,Alabama,01009
"Bullock County, Alabama",10101,Bullock,Alabama,01011
"Butler County, Alabama",19448,Butler,Alabama,01013
"Calhoun County, Alabama",113605,Calhoun,Alabama,01015
"Chambers County, Alabama",33254,Chambers,Alabama,01017
"Cherokee County, Alabama",26196,Cherokee,Alabama,01019
"Chilton County, Alabama",44428,Chilton,Alabama,01021
"Choctaw County, Alabama",12589,Choctaw,Alabama,01023
"Clarke County, Alabama",23622,Clarke,Alabama,01025
"Clay County, Alabama",13235,Clay,Alabama,01027
"Cleburne County, Alabama",14910,Cleburne,Alabama,01029
"Coffee County, Alabama",52342,Coffee,Alabama,01031
"Colbert County, Alabama",55241,Colbert,Alabama,01033
"Conecuh County, Alabama",12067,Conecuh,Alabama,01035
"Coosa County, Alabama",10663,Coosa,Alabama,01037
"Covington County, Alabama",37049,Covington,Alabama,01039
"Crenshaw County, Alabama",13772,Crenshaw,Alabama,01041
"Cullman County, Alabama",83768,Cullman,Alabama,01043
"Dale County, Alabama",49172,Dale,Alabama,01045
"Dallas County, Alabama",37196,Dallas,Alabama,01047
"DeKalb County, Alabama",71513,DeKalb,Alabama,01049
"Elmore County, Alabama",81209,Elmore,Alabama,01051
"Escambia County, Alabama",36633,Escambia,Alabama,01053
"Etowah County, Alabama",102268,Etowah,Alabama,01055
"Fayette County, Alabama",16302,Fayette,Alabama,01057
"Franklin County, Alabama",31362,Franklin,Alabama,01059
"Geneva County, Alabama",26271,Geneva,Alabama,01061
"Greene County, Alabama",8111,Greene,Alabama,01063
"Hale County, Alabama",14651,Hale,Alabama,01065
"Henry County, Alabama",17205,Henry,Alabama,01067
"Houston County, Alabama",105882,Houston,Alabama,01069
"Jackson County, Alabama",51626,Jackson,Alabama,01071
"Jefferson County, Alabama",658573,Jefferson,Alabama,01073
"Lamar County, Alabama",13805,Lamar,Alabama,01075
"Lauderdale County, Alabama",92729,Lauderdale,Alabama,01077
"Lawrence County, Alabama",32924,Lawrence,Alabama,01079
"Lee County, Alabama",164542,Lee,Alabama,01081
"Limestone County, Alabama",98915,Limestone,Alabama,01083
"Lowndes County, Alabama",9726,Lowndes,Alabama,01085
"Macon County, Alabama",18068,Macon,Alabama,01087
"Madison County, Alabama",372909,Madison,Alabama,01089
"Marengo County, Alabama",18863,Marengo,Alabama,01091
"Marion County, Alabama",29709,Marion,Alabama,01093
"Marshall County, Alabama",96774,Marshall,Alabama,01095
"Mobile County, Alabama",413210,Mobile,Alabama,01097
"Monroe County, Alabama",20733,Monroe,Alabama,01099
"Montgomery County, Alabama",226486,Montgomery,Alabama,01101
"Morgan County, Alabama",119679,Morgan,Alabama,01103
"Perry County, Alabama",8923,Perry,Alabama,01105
"Pickens County, Alabama",19930,Pickens,Alabama,01107
"Pike County, Alabama",33114,Pike,Alabama,01109
"Randolph County, Alabama",22722,Randolph,Alabama,01111
"Russell County, Alabama",57961,Russell,Alabama,01113
"St. Clair County, Alabama",89512,St Clair,Alabama,01115
"Shelby County, Alabama",217702,Shelby,Alabama,01117
"Sumter County, Alabama",12427,Sumter,Alabama,01119
"Talladega County, Alabama",79978,Talladega,Alabama,01121
"Tallapoosa County, Alabama",40367,Tallapoosa,Alabama,01123
"Tuscaloosa County, Alabama",209355,Tuscaloosa,Alabama,01125
"Walker County, Alabama",63521,Walker,Alabama,01127
"Washington County, Alabama",16326,Washington,Alabama,01129
"Wilcox County, Alabama",10373,Wilcox,Alabama,01131
"Winston County, Alabama",23629,Winston,Alabama,01133
"Aleutians East Borough, Alaska",3337,Aleutians East,Alaska,02013
"Aleutians West Census Area, Alaska",5634,Aleutians West,Alaska,02016
"Anchorage Municipality, Alaska",288000,Anchorage,Alaska,02020
"Bethel Census Area, Alaska",18386,Bethel,Alaska,02050
"Bristol Bay Borough, Alaska",836,Bristol Bay,Alaska,02060
"Denali Borough, Alaska",2097,Denali,Alaska,02068
"Dillingham Census Area, Alaska",4916,Dillingham,Alaska,02070
"Fairbanks North Star Borough, Alaska",96849,Fairbanks North Star,Alaska,02090
"Haines Borough, Alaska",2530,Haines,Alaska,02100
"Hoonah-Angoon Census Area, Alaska",2148,Hoonah-Angoon,Alaska,02105
"Juneau City and Borough, Alaska",31974,Juneau,Alaska,02110
"Kenai Peninsula Borough, Alaska",58708,Kenai Peninsula,Alaska,02122
"Ketchikan Gateway Borough, Alaska",13901,Ketchikan Gateway,Alaska,02130
"Kodiak Island Borough, Alaska",12998,Kodiak Island,Alaska,02150
"Kusilvak Census Area, Alaska",8314,Kusilvak,Alaska,02158
"Lake and Peninsula Borough, Alaska",1592,Lake and Peninsula,Alaska,02164
"Matanuska-Susitna Borough, Alaska",108317,Matanuska-Susitna,Alaska,02170
"Nome Census Area, Alaska",10004,Nome,Alaska,02180
"North Slope Borough, Alaska",9832,North Slope,Alaska,02185
"Northwest Arctic Borough, Alaska",7621,Northwest Arctic,Alaska,02188
"Petersburg Borough, Alaska",3266,Petersburg,Alaska,02195
"Prince of Wales-Hyder Census Area, Alaska",6203,Prince of Wales-Hyder,Alaska,02198
"Sitka City and Borough, Alaska",8493,Sitka,Alaska,02220
"Skagway Municipality, Alaska",1183,Skagway,Alaska,02230
"Southeast Fairbanks Census Area, Alaska",6893,Southeast Fairbanks,Alaska,02240
"Valdez-Cordova Census Area, Alaska",9202,Valdez-Cordova,Alaska,02261
"Wrangell City and Borough, Alaska",2502,Wrangell,Alaska,02275
"Yakutat City and Borough, Alaska",579,Yakutat,Alaska,02282
"Yukon-Koyukuk Census Area, Alaska",5230,Yukon-Koyukuk,Alaska,02290
"Apache County, Arizona",71887,Apache,Arizona,04001
"Cochise County, Arizona",125922,Cochise,Arizona,04003
"Coconino County, Arizona",143476,Coconino,Arizona,04005
"Gila County, Arizona",54018,Gila,Arizona,04007
"Graham County, Arizona",38837,Graham,Arizona,04009
"Greenlee County, Arizona",9498,Greenlee,Arizona,04011
"La Paz County, Arizona",21108,La Paz,Arizona,04012
"Maricopa County, Arizona",4485414,Maricopa,Arizona,04013
"Mohave County, Arizona",212181,Mohave,Arizona,04015
"Navajo County, Arizona",110924,Navajo,Arizona,04017
"Pima County, Arizona",1047279,Pima,Arizona,04019
"Pinal County, Arizona",462789,Pinal,Arizona,04021
"Santa Cruz County, Arizona",46498,Santa Cruz,Arizona,04023
"Yavapai County, Arizona",235099,Yavapai,Arizona,04025
"Yuma County, Arizona",213787,Yuma,Arizona,04027
"Arkansas County, Arkansas",17486,Arkansas,Arkansas,05001
"Ashley County, Arkansas",19657,Ashley,Arkansas,05003
"Baxter County, Arkansas",41932,Baxter,Arkansas,05005
"Benton County, Arkansas",279141,Benton,Arkansas,05007
"Boone County, Arkansas",37432,Boone,Arkansas,05009
"Bradley County, Arkansas",10763,Bradley,Arkansas,05011
"Calhoun County, Arkansas",5189,Calhoun,Arkansas,05013
"Carroll County, Arkansas",28380,Carroll,Arkansas,05015
"Chicot County, Arkansas",10118,Chicot,Arkansas,05017
"Clark County, Arkansas",22320,Clark,Arkansas,05019
"Clay County, Arkansas",14551,Clay,Arkansas,05021
"Cleburne County, Arkansas",24919,Cleburne,Arkansas,05023
"Cleveland County, Arkansas",7956,Cleveland,Arkansas,05025
"Columbia County, Arkansas",23457,Columbia,Arkansas,05027
"Conway County, Arkansas",20846,Conway,Arkansas,05029
"Craighead County, Arkansas",110332,Craighead,Arkansas,05031
"Crawford County, Arkansas",63257,Crawford,Arkansas,05033
"Crittenden County, Arkansas",47955,Crittenden,Arkansas,05035
"Cross County, Arkansas",16419,Cross,Arkansas,05037
"Dallas County, Arkansas",7009,Dallas,Arkansas,05039
"Desha County, Arkansas",11361,Desha,Arkansas,05041
"Drew County, Arkansas",18219,Drew,Arkansas,05043
"Faulkner County, Arkansas",126007,Faulkner,Arkansas,05045
"Franklin County, Arkansas",17715,Franklin,Arkansas,05047
"Fulton County, Arkansas",12477,Fulton,Arkansas,05049
"Garland County, Arkansas",99386,Garland,Arkansas,05051
"Grant County, Arkansas",18265,Grant,Arkansas,05053
"Greene County, Arkansas",45325,Greene,Arkansas,05055
"Hempstead County, Arkansas",21532,Hempstead,Arkansas,05057
"Hot Spring County, Arkansas",33771,Hot Spring,Arkansas,05059
"Howard County, Arkansas",13202,Howard,Arkansas,05061
"Independence County, Arkansas",37825,Independence,Arkansas,05063
"Izard County, Arkansas",13629,Izard,Arkansas,05065
"Jackson County, Arkansas",16719,Jackson,Arkansas,05067
"Jefferson County, Arkansas",66824,Jefferson,Arkansas,05069
"Johnson County, Arkansas",26578,Johnson,Arkansas,05071
"Lafayette County, Arkansas",6624,Lafayette,Arkansas,05073
"Lawrence County, Arkansas",16406,Lawrence,Arkansas,05075
"Lee County, Arkansas",8857,Lee,Arkansas,05077
"Lincoln County, Arkansas",13024,Lincoln,Arkansas,05079
"Little River County, Arkansas",12259,Little River,Arkansas,05081
"Logan County, Arkansas",21466,Logan,Arkansas,05083
"Lonoke County, Arkansas",73309,Lonoke,Arkansas,05085
"Madison County, Arkansas",16576,Madison,Arkansas,05087
"Marion County, Arkansas",16694,Marion,Arkansas,05089
"Miller County, Arkansas",43257,Miller,Arkansas,05091
"Mississippi County, Arkansas",40651,Mississippi,Arkansas,05093
"Monroe County, Arkansas",6701,Monroe,Arkansas,05095
"Montgomery County, Arkansas",8986,Montgomery,Arkansas,05097
"Nevada County, Arkansas",8252,Nevada,Arkansas,05099
"Newton County, Arkansas",7753,Newton,Arkansas,05101
"Ouachita County, Arkansas",23382,Ouachita,Arkansas,05103
"Perry County, Arkansas",10455,Perry,Arkansas,05105
"Phillips County, Arkansas",17782,Phillips,Arkansas,05107
"Pike County, Arkansas",10718,Pike,Arkansas,05109
"Poinsett County, Arkansas",23528,Poinsett,Arkansas,05111
"Polk County, Arkansas",19964,Polk,Arkansas,05113
"Pope County, Arkansas",64072,Pope,Arkansas,05115
"Prairie County, Arkansas",8062,Prairie,Arkansas,05117
"Pulaski County, Arkansas",391911,Pulaski,Arkansas,05119
"Randolph County, Arkansas",17958,Randolph,Arkansas,05121
"St. Francis County, Arkansas",24994,St Francis,Arkansas,05123
"Saline County, Arkansas",122437,Saline,Arkansas,05125
"Scott County, Arkansas",10281,Scott,Arkansas,05127
"Searcy County, Arkansas",7881,Searcy,Arkansas,05129
"Sebastian County, Arkansas",127827,Sebastian,Arkansas,05131
"Sevier County, Arkansas",17007,Sevier,Arkansas,05133
"Sharp County, Arkansas",17442,Sharp,Arkansas,05135
"Stone County, Arkansas",12506,Stone,Arkansas,05137
"Union County, Arkansas",38682,Union,Arkansas,05139
"Van Buren County, Arkansas",16545,Van Buren,Arkansas,05141
"Washington County, Arkansas",239187,Washington,Arkansas,05143
"White County, Arkansas",78753,White,Arkansas,05145
"Woodruff County, Arkansas",6320,Woodruff,Arkansas,05147
"Yell County, Arkansas",21341,Yell,Arkansas,05149
"Alameda County, California",1671329,Alameda,California,06001
"Alpine County, California",1129,Alpine,California,06003
"Amador County, California",39752,Amador,California,06005
"Butte County, California",219186,Butte,California,06007
"Calaveras County, California",45905,Calaveras,California,06009
"Colusa County, California",21547,Colusa,California,06011
"Contra Costa County, California",1153526,Contra Costa,California,06013
"Del Norte County, California",27812,Del Norte,California,06015
"El Dorado County, California",192843,El Dorado,California,06017
"Fresno County, California",999101,Fresno,California,06019
"Glenn County, California",28393,Glenn,California,06021
"Humboldt County, California",135558,Humboldt,California,06023
"Imperial County, California",181215,Imperial,California,06025
"Inyo County, California",18039,Inyo,California,06027
"Kern County, California",900202,Kern,California,06029
"Kings County, California",152940,Kings,California,06031
"Lake County, California",64386,Lake,California,06033
"Lassen County, California",30573,Lassen,California,06035
"Los Angeles County, California",10039107,Los Angeles,California,06037
"Madera County, California",157327,Madera,California,06039
"Marin County, California",258826,Marin,California,06041
"Mariposa County, California",17203,Mariposa,California,06043
"Mendocino County, California",86749,Mendocino,California,06045
"Merced County, California",277680,Merced,California,06047
"Modoc County, California",8841,Modoc,California,06049
"Mono County, California",14444,Mono,California,06051
"Monterey County, California",434061,Monterey,California,06053
"Napa County, California",137744,Napa,California,06055
"Nevada County, California",99755,Nevada,California,06057
"Orange County, California",3175692,Orange,California,06059
"Placer County, California",398329,Placer,California,06061
"Plumas County, California",18807,Plumas,California,06063
"Riverside County, California",2470546,Riverside,California,06065
"Sacramento County, California",1552058,Sacramento,California,06067
"San Benito County, California",62808,San Benito,California,06069
"San Bernardino County, California",2180085,San Bernardino,California,06071
"San Diego County, California",3338330,San Diego,California,06073
"San Francisco County, California",881549,San Francisco,California,06075
"San Joaquin County, California",762148,San Joaquin,California,06077
"San Luis Obispo County, California",283111,San Luis Obispo,California,06079
"San Mateo County, California",766573,San Mateo,California,06081
"Santa Barbara County, California",446499,Santa Barbara,California,06083
"Santa Clara County, California",1927852,Santa Clara,California,06085
"Santa Cruz County, California",273213,Santa Cruz,California,06087
"Shasta County, California",180080,Shasta,California,06089
"Sierra County, California",3005,Sierra,California,06091
"Siskiyou County, California",43539,Siskiyou,California,06093
"Solano County, California",447643,Solano,California,06095
"Sonoma County, California",494336,Sonoma,California,06097
"Stanislaus County, California",550660,Stanislaus,California,06099
"Sutter County, California",96971,Sutter,California,06101
"Tehama County, California",65084,Tehama,California,06103
"Trinity County, California",12285,Trinity,California,06105
"Tulare County, California",466195,Tulare,California,06107
"Tuolumne County, California",54478,Tuolumne,California,06109
"Ventura County, California",846006,Ventura,California,06111
"Yolo County, California",220500,Yolo,California,06113
"Yuba County, California",78668,Yuba,California,06115
"Adams County, Colorado",517421,Adams,Colorado,08001
"Alamosa County, Colorado",16233,Alamosa,Colorado,08003
"Arapahoe County, Colorado",656590,Arapahoe,Colorado,08005
"Archuleta County, Colorado",14029,Archuleta,Colorado,08007
"Baca County, Colorado",3581,Baca,Colorado,08009
"Bent County, Colorado",5577,Bent,Colorado,08011
"Boulder County, Colorado",326196,Boulder,Colorado,08013
"Broomfield County, Colorado",70465,Broomfield,Colorado,08014
"Chaffee County, Colorado",20356,Chaffee,Colorado,08015
"Cheyenne County, Colorado",1831,Cheyenne,Colorado,08017
"Clear Creek County, Colorado",9700,Clear Creek,Colorado,08019
"Conejos County, Colorado",8205,Conejos,Colorado,08021
"Costilla County, Colorado",3887,Costilla,Colorado,08023
"Crowley County, Colorado",6061,Crowley,Colorado,08025
"Custer County, Colorado",5068,Custer,Colorado,08027
"Delta County, Colorado",31162,Delta,Colorado,08029
"Denver County, Colorado",727211,Denver,Colorado,08031
"Dolores County, Colorado",2055,Dolores,Colorado,08033
"Douglas County, Colorado",351154,Douglas,Colorado,08035
"Eagle County, Colorado",55127,Eagle,Colorado,08037
"Elbert County, Colorado",26729,Elbert,Colorado,08039
"El Paso County, Colorado",720403,El Paso,Colorado,08041
"Fremont County, Colorado",47839,Fremont,Colorado,08043
"Garfield County, Colorado",60061,Garfield,Colorado,08045
"Gilpin County, Colorado",6243,Gilpin,Colorado,08047
"Grand County, Colorado",15734,Grand,Colorado,08049
"Gunnison County, Colorado",17462,Gunnison,Colorado,08051
"Hinsdale County, Colorado",820,Hinsdale,Colorado,08053
"Huerfano County, Colorado",6897,Huerfano,Colorado,08055
"Jackson County, Colorado",1392,Jackson,Colorado,08057
"Jefferson County, Colorado",582881,Jefferson,Colorado,08059
"Kiowa County, Colorado",1406,Kiowa,Colorado,08061
"Kit Carson County, Colorado",7097,Kit Carson,Colorado,08063
"Lake County, Colorado",8127,Lake,Colorado,08065
"La Plata County, Colorado",56221,La Plata,Colorado,08067
"Larimer County, Colorado",356899,Larimer,Colorado,08069
"Las Animas County, Colorado",14506,Las Animas,Colorado,08071
"Lincoln County, Colorado",5701,Lincoln,Colorado,08073
"Logan County, Colorado",22409,Logan,Colorado,08075
"Mesa County, Colorado",154210,Mesa,Colorado,08077
"Mineral County, Colorado",769,Mineral,Colorado,08079
"Moffat County, Colorado",13283,Moffat,Colorado,08081
"Montezuma County, Colorado",26183,Montezuma,Colorado,08083
"Montrose County, Colorado",42758,Montrose,Colorado,08085
"Morgan County, Colorado",29068,Morgan,Colorado,08087
"Otero County, Colorado",18278,Otero,Colorado,08089
"Ouray County, Colorado",4952,Ouray,Colorado,08091
"Park County, Colorado",18845,Park,Colorado,08093
"Phillips County, Colorado",4265,Phillips,Colorado,08095
"Pitkin County, Colorado",17767,Pitkin,Colorado,08097
"Prowers County, Colorado",12172,Prowers,Colorado,08099
"Pueblo County, Colorado",168424,Pueblo,Colorado,08101
"Rio Blanco County, Colorado",6324,Rio Blanco,Colorado,08103
"Rio Grande County, Colorado",11267,Rio Grande,Colorado,08105
"Routt County, Colorado",25638,Routt,Colorado,08107
"Saguache County, Colorado",6824,Saguache,Colorado,08109
"San Juan County, Colorado",728,San Juan,Colorado,08111
"San Miguel County, Colorado",8179,San Miguel,Colorado,08113
"Sedgwick County, Colorado",2248,Sedgwick,Colorado,08115
"Summit County, Colorado",31011,Summit,Colorado,08117
"Teller County, Colorado",25388,Teller,Colorado,08119
"Washington County, Colorado",4908,Washington,Colorado,08121
"Weld County, Colorado",324492,Weld,Colorado,08123
"Yuma County, Colorado",10019,Yuma,Colorado,08125
"Fairfield County, Connecticut",943332,Fairfield,Connecticut,09001
"Hartford County, Connecticut",891720,Hartford,Connecticut,09003
"Litchfield County, Connecticut",180333,Litchfield,Connecticut,09005
"Middlesex County, Connecticut",162436,Middlesex,Connecticut,09007
"New Haven County, Connecticut",854757,New Haven,Connecticut,09009
"New London County, Connecticut",265206,New London,Connecticut,09011
"Tolland County, Connecticut",150721,Tolland,Connecticut,09013
"Windham County, Connecticut",116782,Windham,Connecticut,09015
"Kent County, Delaware",180786,Kent,Delaware,10001
"New Castle County, Delaware",558753,New Castle,Delaware,10003
"Sussex County, Delaware",234225,Sussex,Delaware,10005
"District of Columbia, District of Columbia",705749,District of Columbia,District of Columbia,11001
"Alachua County, Florida",269043,Alachua,Florida,12001
"Baker County, Florida",29210,Baker,Florida,12003
"Bay County, Florida",174705,Bay,Florida,12005
"Bradford County, Florida",28201,Bradford,Florida,12007
"Brevard County, Florida",601942,Brevard,Florida,12009
"Broward County, Florida",1952778,Broward,Florida,12011
"Calhoun County, Florida",14105,Calhoun,Florida,12013
"Charlotte County, Florida",188910,Charlotte,Florida,12015
"Citrus County, Florida",149657,Citrus,Florida,12017
"Clay County, Florida",219252,Clay,Florida,12019
"Collier County, Florida",384902,Collier,Florida,12021
"Columbia County, Florida",71686,Columbia,Florida,12023
"DeSoto County, Florida",38001,DeSoto,Florida,12027
"Dixie County, Florida",16826,Dixie,Florida,12029
"Duval County, Florida",957755,Duval,Florida,12031
"Escambia County, Florida",318316,Escambia,Florida,12033
"Flagler County, Florida",115081,Flagler,Florida,12035
"Franklin County, Florida",12125,Franklin,Florida,12037
"Gadsden County, Florida",45660,Gadsden,Florida,12039
"Gilchrist County, Florida",18582,Gilchrist,Florida,12041
"Glades County, Florida",13811,Glades,Florida,12043
"Gulf County, Florida",13639,Gulf,Florida,12045
"Hamilton County, Florida",14428,Hamilton,Florida,12047
"Hardee County, Florida",26937,Hardee,Florida,12049
"Hendry County, Florida",42022,Hendry,Florida,12051
"Hernando County, Florida",193920,Hernando,Florida,12053
"Highlands County, Florida",106221,Highlands,Florida,12055
"Hillsborough County, Florida",1471968,Hillsborough,Florida,12057
"Holmes County, Florida",19617,Holmes,Florida,12059
"Indian River County, Florida",159923,Indian River,Florida,12061
"Jackson County, Florida",46414,Jackson,Florida,12063
"Jefferson County, Florida",14246,Jefferson,Florida,12065
"Lafayette County, Florida",8422,Lafayette,Florida,12067
"Lake County, Florida",367118,Lake,Florida,12069
"Lee County, Florida",770577,Lee,Florida,12071
"Leon County, Florida",293582,Leon,Florida,12073
"Levy County, Florida",41503,Levy,Florida,12075
"Liberty County, Florida",8354,Liberty,Florida,12077
"Madison County, Florida",18493,Madison,Florida,12079
"Manatee County, Florida",403253,Manatee,Florida,12081
"Marion County, Florida",365579,Marion,Florida,12083
"Martin County, Florida",161000,Martin,Florida,12085
"Miami-Dade County, Florida",2716940,Miami-Dade,Florida,12086
"Monroe County, Florida",74228,Monroe,Florida,12087
"Nassau County, Florida",88625,Nassau,Florida,12089
"Okaloosa County, Florida",210738,Okaloosa,Florida,12091
"Okeechobee County, Florida",42168,Okeechobee,Florida,12093
"Orange County, Florida",1393452,Orange,Florida,12095
"Osceola County, Florida",375751,Osceola,Florida,12097
"Palm Beach County, Florida",1496770,Palm Beach,Florida,12099
"Pasco County, Florida",553947,Pasco,Florida,12101
"Pinellas County, Florida",974996,Pinellas,Florida,12103
"Polk County, Florida",724777,Polk,Florida,12105
"Putnam County, Florida",74521,Putnam,Florida,12107
"St. Johns County, Florida",264672,St Johns,Florida,12109
"St. Lucie County, Florida",328297,St Lucie,Florida,12111
"Santa Rosa County, Florida",184313,Santa Rosa,Florida,12113
"Sarasota County, Florida",433742,Sarasota,Florida,12115
"Seminole County, Florida",471826,Seminole,Florida,12117
"Sumter County, Florida",132420,Sumter,Florida,12119
"Suwannee County, Florida",44417,Suwannee,Florida,12121
"Taylor County, Florida",21569,Taylor,Florida,12123
"Union County, Florida",15237,Union,Florida,12125
"Volusia County, Florida",553284,Volusia,Florida,12127
"Wakulla County, Florida",33739,Wakulla,Florida,12129
"Walton County, Florida",74071,Walton,Florida,12131
"Washington County, Florida",25473,Washington,Florida,12133
"Appling County, Georgia",18386,Appling,Georgia,13001
"Atkinson County, Georgia",8165,Atkinson,Georgia,13003
"Bacon County, Georgia",11164,Bacon,Georgia,13005
"Baker County, Georgia",3038,Baker,Georgia,13007
"Baldwin County, Georgia",44890,Baldwin,Georgia,13009
"Banks County, Georgia",19234,Banks,Georgia,13011
"Barrow County, Georgia",83240,Barrow,Georgia,13013
"Bartow County, Georgia",107738,Bartow,Georgia,13015
"Ben Hill County, Georgia",16700,Ben Hill,Georgia,13017
"Berrien County, Georgia",19397,Berrien,Georgia,13019
"Bibb County, Georgia",153159,Bibb,Georgia,13021
"Bleckley County, Georgia",12873,Bleckley,Georgia,13023
"Brantley County, Georgia",19109,Brantley,Georgia,13025
"Brooks County, Georgia",15457,Brooks,Georgia,13027
"Bryan County, Georgia",39627,Bryan,Georgia,13029
"Bulloch County, Georgia",79608,Bulloch,Georgia,13031
"Burke County, Georgia",22383,Burke,Georgia,13033
"Butts County, Georgia",24936,Butts,Georgia,13035
"Calhoun County, Georgia",6189,Calhoun,Georgia,13037
"Camden County, Georgia",54666,Camden,Georgia,13039
"Candler County, Georgia",10803,Candler,Georgia,13043
"Carroll County, Georgia",119992,Carroll,Georgia,13045
"Catoosa County, Georgia",67580,Catoosa,Georgia,13047
"Charlton County, Georgia",13392,Charlton,Georgia,13049
"Chatham County, Georgia",289430,Chatham,Georgia,13051
"Chattahoochee County, Georgia",10907,Chattahoochee,Georgia,13053
"Chattooga County, Georgia",24789,Chattooga,Georgia,13055
"Cherokee County, Georgia",258773,Cherokee,Georgia,13057
"Clarke County, Georgia",128331,Clarke,Georgia,13059
"Clay County, Georgia",2834,Clay,Georgia,13061
"Clayton County, Georgia",292256,Clayton,Georgia,13063
"Clinch County, Georgia",6618,Clinch,Georgia,13065
"Cobb County, Georgia",760141,Cobb,Georgia,13067
"Coffee County, Georgia",43273,Coffee,Georgia,13069
"Colquitt County, Georgia",45600,Colquitt,Georgia,13071
"Columbia County, Georgia",156714,Columbia,Georgia,13073
"Cook County, Georgia",17270,Cook,Georgia,13075
"Coweta County, Georgia",148509,Coweta,Georgia,13077
"Crawford County, Georgia",12404,Crawford,Georgia,13079
"Crisp County, Georgia",22372,Crisp,Georgia,13081
"Dade County, Georgia",16116,Dade,Georgia,13083
"Dawson County, Georgia",26108,Dawson,Georgia,13085
"Decatur County, Georgia",26404,Decatur,Georgia,13087
"DeKalb County, Georgia",759297,DeKalb,Georgia,13089
"Dodge County, Georgia",20605,Dodge,Georgia,13091
"Dooly County, Georgia",13390,Dooly,Georgia,13093
"Dougherty County, Georgia",87956,Dougherty,Georgia,13095
"Douglas County, Georgia",146343,Douglas,Georgia,13097
"Early County, Georgia",10190,Early,Georgia,13099
"Echols County, Georgia",4006,Echols,Georgia,13101
"Effingham County, Georgia",64296,Effingham,Georgia,13103
"Elbert County, Georgia",19194,Elbert,Georgia,13105
"Emanuel County, Georgia",22646,Emanuel,Georgia,13107
"Evans County, Georgia",10654,Evans,Georgia,13109
"Fannin County, Georgia",26188,Fannin,Georgia,13111
"Fayette County, Georgia",114421,Fayette,Georgia,13113
"Floyd County, Georgia",98498,Floyd,Georgia,13115
"Forsyth County, Georgia",244252,Forsyth,Georgia,13117
"Franklin County, Georgia",23349,Franklin,Georgia,13119
"Fulton County, Georgia",1063937,Fulton,Georgia,13121
"Gilmer County, Georgia",31369,Gilmer,Georgia,13123
"Glascock County, Georgia",2971,Glascock,Georgia,13125
"Glynn County, Georgia",85292,Glynn,Georgia,13127
"Gordon County, Georgia",57963,Gordon,Georgia,13129
"Grady County, Georgia",24633,Grady,Georgia,13131
"Greene County, Georgia",18324,Greene,Georgia,13133
"Gwinnett County, Georgia",936250,Gwinnett,Georgia,13135
"Habersham County, Georgia",45328,Habersham,Georgia,13137
"Hall County, Georgia",204441,Hall,Georgia,13139
"Hancock County, Georgia",8457,Hancock,Georgia,13141
"Haralson County, Georgia",29792,Haralson,Georgia,13143
"Harris County, Georgia",35236,Harris,Georgia,13145
"Hart County, Georgia",26205,Hart,Georgia,13147
"Heard County, Georgia",11923,Heard,Georgia,13149
"Henry County, Georgia",234561,Henry,Georgia,13151
"Houston County, Georgia",157863,Houston,Georgia,13153
"Irwin County, Georgia",9416,Irwin,Georgia,13155
"Jackson County, Georgia",72977,Jackson,Georgia,13157
"Jasper County, Georgia",14219,Jasper,Georgia,13159
"Jeff Davis County, Georgia",15115,Jeff Davis,Georgia,13161
"Jefferson County, Georgia",15362,Jefferson,Georgia,13163
"Jenkins County, Georgia",8676,Jenkins,Georgia,13165
"Johnson County, Georgia",9643,Johnson,Georgia,13167
"Jones County, Georgia",28735,Jones,Georgia,13169
"Lamar County, Georgia",19077,Lamar,Georgia,13171
"Lanier County, Georgia",10423,Lanier,Georgia,13173
"Laurens County, Georgia",47546,Laurens,Georgia,13175
"Lee County, Georgia",29992,Lee,Georgia,13177
"Liberty County, Georgia",61435,Liberty,Georgia,13179
"Lincoln County, Georgia",7921,Lincoln,Georgia,13181
"Long County, Georgia",19559,Long,Georgia,13183
"Lowndes County, Georgia",117406,Lowndes,Georgia,13185
"Lumpkin County, Georgia",33610,Lumpkin,Georgia,13187
"McDuffie County, Georgia",21312,McDuffie,Georgia,13189
"McIntosh County, Georgia",14378,McIntosh,Georgia,13191
"Macon County, Georgia",12947,Macon,Georgia,13193
"Madison County, Georgia",29880,Madison,Georgia,13195
"Marion County, Georgia",8359,Marion,Georgia,13197
"Meriwether County, Georgia",21167,Meriwether,Georgia,13199
"Miller County, Georgia",5718,Miller,Georgia,13201
"Mitchell County, Georgia",21863,Mitchell,Georgia,13205
"Monroe County, Georgia",27578,Monroe,Georgia,13207
"Montgomery County, Georgia",9172,Montgomery,Georgia,13209
"Morgan County, Georgia",19276,Morgan,Georgia,13211
"Murray County, Georgia",40096,Murray,Georgia,13213
"Muscogee County, Georgia",195769,Muscogee,Georgia,13215
"Newton County, Georgia",111744,Newton,Georgia,13217
"Oconee County, Georgia",40280,Oconee,Georgia,13219
"Oglethorpe County, Georgia",15259,Oglethorpe,Georgia,13221
"Paulding County, Georgia",168667,Paulding,Georgia,13223
"Peach County, Georgia",27546,Peach,Georgia,13225
