County_state,POP_2019,county,state,fips
"Prentiss County, Mississippi",25126,Prentiss,Mississippi,28117
"Quitman County, Mississippi",6792,Quitman,Mississippi,28119
"Rankin County, Mississippi",155271,Rankin,Mississippi,28121
"Scott County, Mississippi",28124,Scott,Mississippi,28123
"Sharkey County, Mississippi",4321,Sharkey,Mississippi,28125
"Simpson County, Mississippi",26658,Simpson,Mississippi,28127
"Smith County, Mississippi",15916,Smith,Mississippi,28129
"Stone County, Mississippi",18336,Stone,Mississippi,28131
"Sunflower County, Mississippi",25110,Sunflower,Mississippi,28133
"Tallahatchie County, Mississippi",13809,Tallahatchie,Mississippi,28135
"Tate County, Mississippi",28321,Tate,Mississippi,28137
"Tippah County, Mississippi",22015,Tippah,Mississippi,28139
"Tishomingo County, Mississippi",19383,Tishomingo,Mississippi,28141
"Tunica County, Mississippi",9632,Tunica,Mississippi,28143
"Union County, Mississippi",28815,Union,Mississippi,28145
"Walthall County, Mississippi",14286,Walthall,Mississippi,28147
"Warren County, Mississippi",45381,Warren,Mississippi,28149
"Washington County, Mississippi",43909,Washington,Mississippi,28151
"Wayne County, Mississippi",20183,Wayne,Mississippi,28153
"Webster County, Mississippi",9689,Webster,Mississippi,28155
"Wilkinson County, Mississippi",8630,Wilkinson,Mississippi,28157
"Winston County, Mississippi",17955,Winston,Mississippi,28159
"Yalobusha County, Mississippi",12108,Yalobusha,Mississippi,28161
"Yazoo County, Mississippi",29690,Yazoo,Mississippi,28163
"Adair County, Missouri",25343,Adair,Missouri,29001
"Andrew County, Missouri",17712,Andrew,Missouri,29003
"Atchison County, Missouri",5143,Atchison,Missouri,29005
"Audrain County, Missouri",25388,Audrain,Missouri,29007
"Barry County, Missouri",35789,Barry,Missouri,29009
"Barton County, Missouri",11754,Barton,Missouri,29011
"Bates County, Missouri",16172,Bates,Missouri,29013
"Benton County, Missouri",19443,Benton,Missouri,29015
"Bollinger County, Missouri",12133,Bollinger,Missouri,29017
"Boone County, Missouri",180463,Boone,Missouri,29019
"Buchanan County, Missouri",87364,Buchanan,Missouri,29021
"Butler County, Missouri",42478,Butler,Missouri,29023
"Caldwell County, Missouri",9020,Caldwell,Missouri,29025
"Callaway County, Missouri",44743,Callaway,Missouri,29027
"Camden County, Missouri",46305,Camden,Missouri,29029
"Cape Girardeau County, Missouri",78871,Cape Girardeau,Missouri,29031
"Carroll County, Missouri",8679,Carroll,Missouri,29033
"Carter County, Missouri",5982,Carter,Missouri,29035
"Cass County, Missouri",105780,Cass,Missouri,29037
"Cedar County, Missouri",14349,Cedar,Missouri,29039
"Chariton County, Missouri",7426,Chariton,Missouri,29041
"Christian County, Missouri",88595,Christian,Missouri,29043
"Clark County, Missouri",6797,Clark,Missouri,29045
"Clay County, Missouri",249948,Clay,Missouri,29047
"Clinton County, Missouri",20387,Clinton,Missouri,29049
"Cole County, Missouri",76745,Cole,Missouri,29051
"Cooper County, Missouri",17709,Cooper,Missouri,29053
"Crawford County, Missouri",23920,Crawford,Missouri,29055
"Dade County, Missouri",7561,Dade,Missouri,29057
"Dallas County, Missouri",16878,Dallas,Missouri,29059
"Daviess County, Missouri",8278,Daviess,Missouri,29061
"DeKalb County, Missouri",12547,DeKalb,Missouri,29063
"Dent County, Missouri",15573,Dent,Missouri,29065
"Douglas County, Missouri",13185,Douglas,Missouri,29067
"Dunklin County, Missouri",29131,Dunklin,Missouri,29069
"Franklin County, Missouri",103967,Franklin,Missouri,29071
"Gasconade County, Missouri",14706,Gasconade,Missouri,29073
"Gentry County, Missouri",6571,Gentry,Missouri,29075
"Greene County, Missouri",293086,Greene,Missouri,29077
"Grundy County, Missouri",9850,Grundy,Missouri,29079
"Harrison County, Missouri",8352,Harrison,Missouri,29081
"Henry County, Missouri",21824,Henry,Missouri,29083
"Hickory County, Missouri",9544,Hickory,Missouri,29085
"Holt County, Missouri",4403,Holt,Missouri,29087
"Howard County, Missouri",10001,Howard,Missouri,29089
"Howell County, Missouri",40117,Howell,Missouri,29091
"Iron County, Missouri",10125,Iron,Missouri,29093
"Jackson County, Missouri",703011,Jackson,Missouri,29095
"Jasper County, Missouri",121328,Jasper,Missouri,29097
"Jefferson County, Missouri",225081,Jefferson,Missouri,29099
"Johnson County, Missouri",54062,Johnson,Missouri,29101
"Knox County, Missouri",3959,Knox,Missouri,29103
"Laclede County, Missouri",35723,Laclede,Missouri,29105
"Lafayette County, Missouri",32708,Lafayette,Missouri,29107
"Lawrence County, Missouri",38355,Lawrence,Missouri,29109
"Lewis County, Missouri",9776,Lewis,Missouri,29111
"Lincoln County, Missouri",59013,Lincoln,Missouri,29113
"Linn County, Missouri",11920,Linn,Missouri,29115
"Livingston County, Missouri",15227,Livingston,Missouri,29117
"McDonald County, Missouri",22837,McDonald,Missouri,29119
"Macon County, Missouri",15117,Macon,Missouri,29121
"Madison County, Missouri",12088,Madison,Missouri,29123
"Maries County, Missouri",8697,Maries,Missouri,29125
"Marion County, Missouri",28530,Marion,Missouri,29127
"Mercer County, Missouri",3617,Mercer,Missouri,29129
"Miller County, Missouri",25619,Miller,Missouri,29131
"Mississippi County, Missouri",13180,Mississippi,Missouri,29133
"Moniteau County, Missouri",16132,Moniteau,Missouri,29135
"Monroe County, Missouri",8644,Monroe,Missouri,29137
"Montgomery County, Missouri",11551,Montgomery,Missouri,29139
"Morgan County, Missouri",20627,Morgan,Missouri,29141
"New Madrid County, Missouri",17076,New Madrid,Missouri,29143
"Newton County, Missouri",58236,Newton,Missouri,29145
"Nodaway County, Missouri",22092,Nodaway,Missouri,29147
"Oregon County, Missouri",10529,Oregon,Missouri,29149
"Osage County, Missouri",13615,Osage,Missouri,29151
"Ozark County, Missouri",9174,Ozark,Missouri,29153
"Pemiscot County, Missouri",15805,Pemiscot,Missouri,29155
"Perry County, Missouri",19136,Perry,Missouri,29157
"Pettis County, Missouri",42339,Pettis,Missouri,29159
"Phelps County, Missouri",44573,Phelps,Missouri,29161
"Pike County, Missouri",18302,Pike,Missouri,29163
"Platte County, Missouri",104418,Platte,Missouri,29165
"Polk County, Missouri",32149,Polk,Missouri,29167
"Pulaski County, Missouri",52607,Pulaski,Missouri,29169
"Putnam County, Missouri",4696,Putnam,Missouri,29171
"Ralls County, Missouri",10309,Ralls,Missouri,29173
"Randolph County, Missouri",24748,Randolph,Missouri,29175
"Ray County, Missouri",23018,Ray,Missouri,29177
"Reynolds County, Missouri",6270,Reynolds,Missouri,29179
"Ripley County, Missouri",13288,Ripley,Missouri,29181
"St. Charles County, Missouri",402022,St Charles,Missouri,29183
"St. Clair County, Missouri",9397,St Clair,Missouri,29185
"Ste. Genevieve County, Missouri",17894,Ste Genevieve,Missouri,29186
"St. Francois County, Missouri",67215,St Francois,Missouri,29187
"St. Louis County, Missouri",994205,St Louis,Missouri,29189
"Saline County, Missouri",22761,Saline,Missouri,29195
"Schuyler County, Missouri",4660,Schuyler,Missouri,29197
"Scotland County, Missouri",4902,Scotland,Missouri,29199
"Scott County, Missouri",38280,Scott,Missouri,29201
"Shannon County, Missouri",8166,Shannon,Missouri,29203
"Shelby County, Missouri",5930,Shelby,Missouri,29205
"Stoddard County, Missouri",29025,Stoddard,Missouri,29207
"Stone County, Missouri",31952,Stone,Missouri,29209
"Sullivan County, Missouri",6089,Sullivan,Missouri,29211
"Taney County, Missouri",55928,Taney,Missouri,29213
"Texas County, Missouri",25398,Texas,Missouri,29215
"Vernon County, Missouri",20563,Vernon,Missouri,29217
"Warren County, Missouri",35649,Warren,Missouri,29219
"Washington County, Missouri",24730,Washington,Missouri,29221
"Wayne County, Missouri",12873,Wayne,Missouri,29223
"Webster County, Missouri",39592,Webster,Missouri,29225
"Worth County, Missouri",2013,Worth,Missouri,29227
"Wright County, Missouri",18289,Wright,Missouri,29229
"St. Louis city, Missouri",300576,St Louis city,Missouri,29510
"Beaverhead County, Montana",9453,Beaverhead,Montana,30001
"Big Horn County, Montana",13319,Big Horn,Montana,30003
"Blaine County, Montana",6681,Blaine,Montana,30005
"Broadwater County, Montana",6237,Broadwater,Montana,30007
"Carbon County, Montana",10725,Carbon,Montana,30009
"Carter County, Montana",1252,Carter,Montana,30011
"Cascade County, Montana",81366,Cascade,Montana,30013
"Chouteau County, Montana",5635,Chouteau,Montana,30015
"Custer County, Montana",11402,Custer,Montana,30017
"Daniels County, Montana",1690,Daniels,Montana,30019
"Dawson County, Montana",8613,Dawson,Montana,30021
"Deer Lodge County, Montana",9140,Deer Lodge,Montana,30023
"Fallon County, Montana",2846,Fallon,Montana,30025
"Fergus County, Montana",11050,Fergus,Montana,30027
"Flathead County, Montana",103806,Flathead,Montana,30029
"Gallatin County, Montana",114434,Gallatin,Montana,30031
"Garfield County, Montana",1258,Garfield,Montana,30033
"Glacier County, Montana",13753,Glacier,Montana,30035
"Golden Valley County, Montana",821,Golden Valley,Montana,30037
"Granite County, Montana",3379,Granite,Montana,30039
"Hill County, Montana",16484,Hill,Montana,30041
"Jefferson County, Montana",12221,Jefferson,Montana,30043
"Judith Basin County, Montana",2007,Judith Basin,Montana,30045
"Lake County, Montana",30458,Lake,Montana,30047
"Lewis and Clark County, Montana",69432,Lewis and Clark,Montana,30049
"Liberty County, Montana",2337,Liberty,Montana,30051
"Lincoln County, Montana",19980,Lincoln,Montana,30053
"McCone County, Montana",1664,McCone,Montana,30055
"Madison County, Montana",8600,Madison,Montana,30057
"Meagher County, Montana",1862,Meagher,Montana,30059
"Mineral County, Montana",4397,Mineral,Montana,30061
"Missoula County, Montana",119600,Missoula,Montana,30063
"Musselshell County, Montana",4633,Musselshell,Montana,30065
"Park County, Montana",16606,Park,Montana,30067
"Petroleum County, Montana",487,Petroleum,Montana,30069
"Phillips County, Montana",3954,Phillips,Montana,30071
"Pondera County, Montana",5911,Pondera,Montana,30073
"Powder River County, Montana",1682,Powder River,Montana,30075
"Powell County, Montana",6890,Powell,Montana,30077
"Prairie County, Montana",1077,Prairie,Montana,30079
"Ravalli County, Montana",43806,Ravalli,Montana,30081
"Richland County, Montana",10803,Richland,Montana,30083
"Roosevelt County, Montana",11004,Roosevelt,Montana,30085
"Rosebud County, Montana",8937,Rosebud,Montana,30087
"Sanders County, Montana",12113,Sanders,Montana,30089
"Sheridan County, Montana",3309,Sheridan,Montana,30091
"Silver Bow County, Montana",34915,Silver Bow,Montana,30093
"Stillwater County, Montana",9642,Stillwater,Montana,30095
"Sweet Grass County, Montana",3737,Sweet Grass,Montana,30097
"Teton County, Montana",6147,Teton,Montana,30099
"Toole County, Montana",4736,Toole,Montana,30101
"Treasure County, Montana",696,Treasure,Montana,30103
"Valley County, Montana",7396,Valley,Montana,30105
"Wheatland County, Montana",2126,Wheatland,Montana,30107
"Wibaux County, Montana",969,Wibaux,Montana,30109
"Yellowstone County, Montana",161300,Yellowstone,Montana,30111
"Adams County, Nebraska",31363,Adams,Nebraska,31001
"Antelope County, Nebraska",6298,Antelope,Nebraska,31003
"Arthur County, Nebraska",463,Arthur,Nebraska,31005
"Banner County, Nebraska",745,Banner,Nebraska,31007
"Blaine County, Nebraska",465,Blaine,Nebraska,31009
"Boone County, Nebraska",5192,Boone,Nebraska,31011
"Box Butte County, Nebraska",10783,Box Butte,Nebraska,31013
"Boyd County, Nebraska",1919,Boyd,Nebraska,31015
"Brown County, Nebraska",2955,Brown,Nebraska,31017
"Buffalo County, Nebraska",49659,Buffalo,Nebraska,31019
"Burt County, Nebraska",6459,Burt,Nebraska,31021
"Butler County, Nebraska",8016,Butler,Nebraska,31023
"Cass County, Nebraska",26248,Cass,Nebraska,31025
"Cedar County, Nebraska",8402,Cedar,Nebraska,31027
"Chase County, Nebraska",3924,Chase,Nebraska,31029
"Cherry County, Nebraska",5689,Cherry,Nebraska,31031
"Cheyenne County, Nebraska",8910,Cheyenne,Nebraska,31033
"Clay County, Nebraska",6203,Clay,Nebraska,31035
"Colfax County, Nebraska",10709,Colfax,Nebraska,31037
"Cuming County, Nebraska",8846,Cuming,Nebraska,31039
"Custer County, Nebraska",10777,Custer,Nebraska,31041
"Dakota County, Nebraska",20026,Dakota,Nebraska,31043
"Dawes County, Nebraska",8589,Dawes,Nebraska,31045
"Dawson County, Nebraska",23595,Dawson,Nebraska,31047
"Deuel County, Nebraska",1794,Deuel,Nebraska,31049
"Dixon County, Nebraska",5636,Dixon,Nebraska,31051
"Dodge County, Nebraska",36565,Dodge,Nebraska,31053
"Douglas County, Nebraska",571327,Douglas,Nebraska,31055
"Dundy County, Nebraska",1693,Dundy,Nebraska,31057
"Fillmore County, Nebraska",5462,Fillmore,Nebraska,31059
"Franklin County, Nebraska",2979,Franklin,Nebraska,31061
"Frontier County, Nebraska",2627,Frontier,Nebraska,31063
"Furnas County, Nebraska",4676,Furnas,Nebraska,31065
"Gage County, Nebraska",21513,Gage,Nebraska,31067
"Garden County, Nebraska",1837,Garden,Nebraska,31069
"Garfield County, Nebraska",1969,Garfield,Nebraska,31071
"Gosper County, Nebraska",1990,Gosper,Nebraska,31073
"Grant County, Nebraska",623,Grant,Nebraska,31075
"Greeley County, Nebraska",2356,Greeley,Nebraska,31077
"Hall County, Nebraska",61353,Hall,Nebraska,31079
"Hamilton County, Nebraska",9324,Hamilton,Nebraska,31081
"Harlan County, Nebraska",3380,Harlan,Nebraska,31083
"Hayes County, Nebraska",922,Hayes,Nebraska,31085
"Hitchcock County, Nebraska",2762,Hitchcock,Nebraska,31087
"Holt County, Nebraska",10067,Holt,Nebraska,31089
"Hooker County, Nebraska",682,Hooker,Nebraska,31091
"Howard County, Nebraska",6445,Howard,Nebraska,31093
"Jefferson County, Nebraska",7046,Jefferson,Nebraska,31095
"Johnson County, Nebraska",5071,Johnson,Nebraska,31097
"Kearney County, Nebraska",6495,Kearney,Nebraska,31099
"Keith County, Nebraska",8034,Keith,Nebraska,31101
"Keya Paha County, Nebraska",806,Keya Paha,Nebraska,31103
"Kimball County, Nebraska",3632,Kimball,Nebraska,31105
"Knox County, Nebraska",8332,Knox,Nebraska,31107
"Lancaster County, Nebraska",319090,Lancaster,Nebraska,31109
"Lincoln County, Nebraska",34914,Lincoln,Nebraska,31111
"Logan County, Nebraska",748,Logan,Nebraska,31113
"Loup County, Nebraska",664,Loup,Nebraska,31115
"McPherson County, Nebraska",494,McPherson,Nebraska,31117
"Madison County, Nebraska",35099,Madison,Nebraska,31119
"Merrick County, Nebraska",7755,Merrick,Nebraska,31121
"Morrill County, Nebraska",4642,Morrill,Nebraska,31123
"Nance County, Nebraska",3519,Nance,Nebraska,31125
